race_id,candidates,inc,inc_party,inc_party,inc_R,inc_results,state,abbrev,rival,year
NH_gov_2002,"['Craig Benson (Republican) 58.6', '  Mark Fernald (Democratic) 38.2', '  John Babiarz (Libertarian) 2.9', '\n']","Jeanne Shaheen
",D,"Democratic
",0,"Retired, Republican victory
",New_Hampshire,NH,Craig Benson (Republican) 58.6,2002
NH_gov_2004,"['John Lynch (Democratic) 51', '\n']","Craig Benson
",R,"Republican
",1,"Defeated, 48.9%
",New_Hampshire,NH,John Lynch (Democratic) 51,2004
NH_gov_2006,"['John Lynch (D) 73.5', ' Jim Coburn (R) 26.5', '\n']","John Lynch
",D,"Democratic
",0,"Re-elected
",New_Hampshire,NH,John Lynch (D) 73.5,2006
NH_gov_2008,"['Joe Kenney (R) 27.6', 'Susan Newell (L) 2.2', '\n']","John Lynch
",D,"Democratic
",0,"Re-elected, 70.2%
",New_Hampshire,NH,Joe Kenney (R) 27.6,2008
NH_gov_2010,"['John Stephen (R), 45.1', 'John J. Babiarz (L), 2.21', '\n']","John Lynch
",D,"Democratic
",0,"Re-elected, 52.6%
",New_Hampshire,NH,"John Stephen (R), 45.1",2010
NH_gov_2012,"['Maggie Hassan (D) 54.61', 'Ovide Lamontagne (R) 42.42', 'John Babiarz (L) 2.77', '\n']","John Lynch
",D,"Democratic
",0,"Retired, Democrat hold
",New_Hampshire,NH,Maggie Hassan (D) 54.61,2012
NH_gov_2014,['√ Maggie Hassan (D)Walt Havenstein (R)\n'],Maggie Hassan,D,Democratic,0,Re-elected 52.6%,New_Hampshire,NH,"√ Maggie Hassan (D)Walt Havenstein (R)
",2014
NH_gov_2016,['Chris Sununu (Republican)[23]Colin Van Ostern (Democratic)[24]Max Ambramson (Libertarian)[13]\n'],"Maggie Hassan
",D,"Democratic
",0,"Incumbent retired to run for the United States Senate.New governor elected. Republican gain.
",New_Hampshire,NH,"Chris Sununu (Republican)[23]Colin Van Ostern (Democratic)[24]Max Ambramson (Libertarian)[13]
",2016
NJ_gov_1977,"['Ray Bateman (Republican) 41.81', 'Francis Flowers (Declare Your Independence) 0.41', '\n']","Brendan Byrne
",D,"Democratic
",0,"Re-elected, 55.71%
",New_Jersey,NJ,Ray Bateman (Republican) 41.81,1977
NJ_gov_1981,"['Thomas Kean (Republican) 49.5', 'James Florio (Democratic) 49.4', '[1]\n']","Brendan Byrne
",D,"Democratic
",0,"Term-limited, Republican victory
",New_Jersey,NJ,Thomas Kean (Republican) 49.5,1981
NJ_gov_1985,"['Peter Shapiro (Democratic) 29.3', '\n']","Thomas Kean
",R,"Republican
",1,"Re-elected, 69.6%
",New_Jersey,NJ,Peter Shapiro (Democratic) 29.3,1985
NJ_gov_1989,"['James Florio (Democratic) 61.23', 'Jim Courter (Republican) 37.21', 'Dan Karlan (Libertarian) .53', 'Michael Ziruolo  (Independent) .45', 'Tom Fuscaldo (Independent) .31', 'Catherine Renee Sedwick (Socialist Workers) .28', '\n']","Thomas Kean
",R,"Republican
",1,"Term-limited, Democratic victory
",New_Jersey,NJ,James Florio (Democratic) 61.23,1989
NJ_gov_1993,"['Christine Todd Whitman (Republican) 49.33', '\n']","Jim Florio
",D,"Democratic
",0,"Defeated, 48.29%
",New_Jersey,NJ,Christine Todd Whitman (Republican) 49.33,1993
NJ_gov_1997,"['Jim McGreevey (Democratic) 46.0', 'Murray Sabrin (Libertarian) 4.7', 'Richard Pezzullo (Conservative) 1.5', 'Madelyn Hoffman (Green) 0.4', 'Michael Perrone (Independent) 0.3', 'Robert Miller (Socialist Workers) 0.1', '\n']","Christine Todd Whitman
",R,"Republican
",1,"Re-elected, 47.1%
",New_Jersey,NJ,Jim McGreevey (Democratic) 46.0,1997
NJ_gov_2001,"['Jim McGreevey (Democratic) 56.4', 'Bret Schundler (Republican) 41.7', 'Bill Schluter (Independent) 1.1', 'Jerry Coleman (Green) 0.3', 'Mark Edgerton (Libertarian) 0.2', '\n']","Donald DiFrancesco
",R,"Republican
",1,"Retired, Democratic victory
",New_Jersey,NJ,Jim McGreevey (Democratic) 56.4,2001
NJ_gov_2005,"['Jon Corzine (Democratic) 52.87', 'Doug Forrester (Republican) 43.17', 'Hector Castillo (Independent) 1.29', 'Jeffrey Pawlowski (Libertarian) 0.67', 'Matt Thieke (Green) 0.54', 'Richard Codey (as write-in) 0.43', 'Edward Forchion (Marijuana) 0.41', 'Michael Latigona (Independent) 0.23', 'Wesley Bell (Independent) 0.18', 'Angela Lariscy (Socialist Workers) 0.11', 'Constantino Rozzo (Socialist) 0.09', '\n']","Richard Codey
",D,"Democratic
",0,"Retired, Democratic victory
",New_Jersey,NJ,Jon Corzine (Democratic) 52.87,2005
NJ_gov_2009,"['Chris Christie (R) 48.8', 'Chris Daggett (I) 5.8', 'and 10 others[4]\n']","Jon Corzine
",D,"Democratic
",0,"Defeated, 44.5%
",New_Jersey,NJ,Chris Christie (R) 48.8,2009
NJ_gov_2013,"['Barbara Buono (D) 38.19', '\n']","Chris Christie
",R,"Republican
",1,"Re-elected, 60.3%
",New_Jersey,NJ,Barbara Buono (D) 38.19,2013
NJ_gov_2017,"Phil Murphy (Democratic)[6], Kim Guadagno (Republican)[7], Seth Kaper-Dale (Green)[8]",Chris Christie,R,Republican,1,2009,New_Jersey,NJ,"Term-limited, Democratic victory
",2017
NM_gov_1978,"['Bruce King (Democratic) 50.5', 'Joe Skeen (Republican) 49.4', '\n']","Jerry Apodaca
",D,"Democratic
",0,"Term-limited, Democratic victory
",New_Mexico,NM,Bruce King (Democratic) 50.5,1978
NM_gov_1982,"['Toney Anaya (Democratic) 53.0', 'John B. Irick (Republican) 47.0', '\n']","Bruce King
",D,"Democratic
",0,"Term-limited, Democratic victory
",New_Mexico,NM,Toney Anaya (Democratic) 53.0,1982
NM_gov_1986,"['Garrey Carruthers (Republican) 53.0', 'Ray Powell (Democratic) 47.0', '\n']","Toney Anaya
",D,"Democratic
",0,"Term-limited, Republican victory
",New_Mexico,NM,Garrey Carruthers (Republican) 53.0,1986
NM_gov_1990,"['Bruce King (Democratic) 54.6', 'Frank M. Bond (Republican) 45.2', '\n']","Garrey Carruthers
",R,"Republican
",1,"Term-limited, Democratic victory
",New_Mexico,NM,Bruce King (Democratic) 54.6,1990
NM_gov_1994,"['Gary Johnson (Republican) 49.8', 'Roberto Mondragón (Green) 10.3', '\n']","Bruce King
",D,"Democratic
",0,"Defeated, 39.9%
",New_Mexico,NM,Gary Johnson (Republican) 49.8,1994
NM_gov_1998,"['Martin Chávez (Democratic) 45.5', '\n']","Gary Johnson
",R,"Republican
",1,"Re-elected, 54.5%
",New_Mexico,NM,Martin Chávez (Democratic) 45.5,1998
NM_gov_2002,"['Bill Richardson (Democratic) 56', '  John Sanchez (Republican) 39', '  David Bacon (Green) 5', '[1]\n']","Gary Johnson
",R,"Republican
",1,"Term-limited, Democratic victory
",New_Mexico,NM,Bill Richardson (Democratic) 56,2002
NM_gov_2006,"['Bill Richardson (D) 68.8', ' John Dendahl (R) 31.2', '\n']","Bill Richardson
",D,"Democratic
",0,"Re-elected
",New_Mexico,NM,Bill Richardson (D) 68.8,2006
NM_gov_2010,"['Susana Martinez (R), 53.6', '\nDiane Denish (D), 46.4', '\n\n']","Bill Richardson
",D,"Democratic
",0,"Term-limited, Republican victory
",New_Mexico,NM,"Susana Martinez (R), 53.6",2010
NM_gov_2014,['√ Susana Martinez (R) Gary King (D)[23]\n'],Susana Martinez,R,Republican,1,Re-elected 57.3%,New_Mexico,NM,"√ Susana Martinez (R) Gary King (D)[23]
",2014
NY_gov_1978,"['Perry Duryea (Republican) 45.2', 'Mary Jane Tobin (Right to Life) 2.7', 'Gary Greenberg  (Libertarian) 0.4', 'Dianne M. Feeley (Socialist Workers) 0.3', 'Jarvis Tyner (Communist) 0.2', 'Paul Gallagher (U.S. Labor) 0.2', '\n']","Hugh Carey
",D,"Democratic
",0,"Re-elected, 50.9%
",New_York,NY,Perry Duryea (Republican) 45.2,1978
NY_gov_1982,"['Mario Cuomo (Democratic) 50.9', 'Lewis Lehrman (Republican) 47.5', 'Robert J. Bohner (Right to Life) 1.0', 'John H. Northrup (Libertarian) 0.3', 'Jane Benedict (Unity) 0.1', 'Nancy Ross (New Alliance) 0.1', 'Diane Wang (Socialist Workers) 0.1', '\n']","Hugh Carey
",D,"Democratic
",0,"Retired, Democratic victory
",New_York,NY,Mario Cuomo (Democratic) 50.9,1982
NY_gov_1986,"[""Andrew O'Rourke (Republican) 31.8"", 'Denis Dillon (Right to Life) 3.1', 'Lenora Fulani (New Alliance) 0.6', '\n']","Mario Cuomo
",D,"Democratic
",0,"Re-elected, 64.3%
",New_York,NY,Andrew O'Rourke (Republican) 31.8,1986
NY_gov_1990,"['Pierre Andrew Rinfret (Republican) 21.35', 'Herbert London (Conservative) 20.40', 'Louis P. Wein (Right to Life) 3.40', 'Lenora Fulani (New Alliance) 0.77', 'W. Gary Johnson (Libertarian) 0.61', 'Craig Gannon (Socialist Workers) 0.31', '\n']","Mario Cuomo
",D,"Democratic
",0,"Re-elected, 53.17%
",New_York,NY,Pierre Andrew Rinfret (Republican) 21.35,1990
NY_gov_1994,"['George Pataki (Republican) 48.8', 'Tom Golisano (Independence) 4.2', 'Robert Walsh (Right-to-Life) 1.3', 'Robert Schulz (Libertarian) 0.2', 'Lawrence Lane (Socialist Workers) 0.1', '\n']","Mario Cuomo
",D,"Democratic
",0,"Defeated, 45.4%
",New_York,NY,George Pataki (Republican) 48.8,1994
NY_gov_1998,"['Peter Vallone (Democratic) 33.2', 'Tom Golisano (Independence) 7.7', 'Betsy McCaughey (Liberal) 1.7', 'Michael Reynolds (Right to Life) 1.2', 'Al Lewis (Green) 1.1', 'Thomas Leighton (Marijuana Reform) 0.5', 'Alice France (Unity) 0.2', 'Christopher Garvey (Libertarian) 0.1', 'Alfred Duncan (Socialist Workers) 0.1', '\n']","George Pataki
",R,"Republican
",1,"Re-elected, 54.3%
",New_York,NY,Peter Vallone (Democratic) 33.2,1998
NY_gov_2002,"['Carl McCall (Democratic), (Working Families 33.5', ' Tom Golisano (Independence) 14.3', 'Jerry Cronin (Right to Life) 0.9', 'Stanley Aronowitz (Green) 0.9', 'Thomas Leighton  (Marijuana Reform) 0.5', 'Andrew Cuomo (Liberal) 0.3', 'Scott Jeffrey (Libertarian) 0.1', '', '\n']","George Pataki
",R,"Republican, Conservative
",1,"Re-elected, 49.4%
",New_York,NY,"Carl McCall (Democratic), (Working Families 33.5",2002
NY_gov_2006,"['Eliot Spitzer (D) 69.0', ' John Faso (R/Con) 29.2', ' Malachy McCourt (G) 1.0', ' John Clifton (L) 0.4', ' Jimmy McMillan (I) 0.3', ' Maura DeLuca (SW) 0.2', '\n']","George Pataki
",R,"Republican
",1,"Retired, Democratic gain
",New_York,NY,Eliot Spitzer (D) 69.0,2006
NY_gov_2010,"['Andrew Cuomo (D), 61.4', '\nCarl Paladino (R), 34.1', '\nWarren Redlich (L), 48,386\n\n']","David Paterson
",D,"Democratic
",0,"Withdrew from primary, Democratic victory
",New_York,NY,"Andrew Cuomo (D), 61.4",2010
NY_gov_2014,['√ Andrew Cuomo (D) Rob Astorino (R)[23] Howie Hawkins (G)[44]Michael McDermott (L)\n'],Andrew Cuomo,D,Democratic,0,Re-elected 54%,New_York,NY,"√ Andrew Cuomo (D) Rob Astorino (R)[23] Howie Hawkins (G)[44]Michael McDermott (L)
",2014
NC_gov_1976,"['Jim Hunt (Democratic) 64.99', '  David Flaherty (Republican) 33.9', '  Herbert F. ""Chub"" Seawell Jr. (American) 0.82', '  Arlan Andrews (Libertarian) 0.29', '\n']","James Holshouser
",R,"Republican
",1,"Term-limited, Democratic victory
",North_Carolina,NC,Jim Hunt (Democratic) 64.99,1976
NC_gov_1980,"['I. Beverly Lake (Republican) 37.4', 'Robert Y. Emory (Libertarian) 0.5', 'Douglas A. Cooper (Socialist Workers) 0.2', '\n']","Jim Hunt
",D,"Democratic
",0,"Re-elected, 61.9%
",North_Carolina,NC,I. Beverly Lake (Republican) 37.4,1980
NC_gov_1984,"['James G. Martin (Republican) 54.3', 'Rufus L. Edmisten (Democratic) 45.4', '\n']","Jim Hunt
",D,"Democratic
",0,"Term-limited, Republican victory
",North_Carolina,NC,James G. Martin (Republican) 54.3,1984
NC_gov_1988,"['Robert B. Jordan III (Democratic) 43.9', '\n']","James G. Martin
",R,"Republican
",1,"Re-elected, 56.1%
",North_Carolina,NC,"Robert B. Jordan, III (Democratic) 43.9",1988
NC_gov_1992,"['Jim Hunt (Democratic) 52.7', 'Jim Gardner (Republican) 43.2', 'Scott McLaughlin (Libertarian) 4.1', '\n']","Jim Martin
",R,"Republican
",1,"Term-limited, Democratic victory
",North_Carolina,NC,Jim Hunt (Democratic) 52.7,1992
NC_gov_1996,"['Robin Hayes (Republican) 42.8', 'Scott Yost (Libertarian) 0.7', 'Julia Van Witt (Natural Law) 0.6', '\n']","Jim Hunt
",D,"Democratic
",0,"Re-elected, 56.0%
",North_Carolina,NC,Robin Hayes (Republican) 42.8,1996
NC_gov_2000,"['Mike Easley (Democratic) 52', 'Richard Vinroot (Republican) 46.3', 'Barbara Howe (Libertarian) 1.5', 'Douglas Schell (Reform) 0.3', '\n']","Jim Hunt
",D,"Democratic
",0,"Term-limited, Democratic victory
",North_Carolina,NC,Mike Easley (Democratic) 52,2000
NC_gov_2004,"['Patrick Ballantine (Republican) 42.9', 'Barbara Howe (Libertarian) 1.5', '\n']","Mike Easley
",D,"Democratic
",0,"Re-elected, 55.6%
",North_Carolina,NC,Patrick Ballantine (Republican) 42.9,2004
NC_gov_2008,"['Bev Perdue (D) 50.3', 'Pat McCrory (R) 46.9', 'Mike Munger (L) 2.8', '\n']","Mike Easley
",D,"Democratic
",0,"Term-limited, Democratic hold
",North_Carolina,NC,Bev Perdue (D) 50.3,2008
NC_gov_2012,"['Pat McCrory (R) 54.7', 'Walter Dalton (D) 43.17', ' Barbara Howe (I) 2.13', '\n']","Beverly Perdue
",D,"Democratic
",0,"Retired, Republican gain
",North_Carolina,NC,Pat McCrory (R) 54.7,2012
NC_gov_2016,['Roy Cooper (Democratic)[25]Pat McCrory (Republican)[26]Lon Cecil (Libertarian)[13]\n'],"Pat McCrory
",R,"Republican
",1,"Incumbent lost re-election. New governor elected. Democratic gain.
",North_Carolina,NC,"Roy Cooper (Democratic)[25]Pat McCrory (Republican)[26]Lon Cecil (Libertarian)[13]
",2016
ND_gov_1976,"['Richard Elkin (Republican) 46.53', '  Martin Vaaler (American) 1.89', '\n']","Arthur A. Link
",D,"Democratic
",0,"Re-elected, 51.58%
",North_Dakota,ND,Richard Elkin (Republican) 46.53,1976
ND_gov_1980,"['Allen I. Olson (Republican) 53.6', '\n']","Arthur A. Link
",D,"Democratic-NPL
",0,"Defeated, 46.4%
",North_Dakota,ND,Allen I. Olson (Republican) 53.6,1980
ND_gov_1984,"['George Sinner (Democratic) 55.3', '\n']","Allen I. Olson
",R,"Republican
",1,"Defeated, 44.7%
",North_Dakota,ND,George Sinner (Democratic) 55.3,1984
ND_gov_1988,"['Leon L. Mallberg (Republican) 40.1', '\n']","George Sinner
",D,"Democratic
",0,"Re-elected, 59.9%
",North_Dakota,ND,Leon L. Mallberg (Republican) 40.1,1988
ND_gov_1992,"['Ed Schafer (Republican) 58.2', 'Nicholas Spaeth (Democratic) 40.9', 'Harley McLain (Independent) 0.9', 'Michael DuPaul (Independent) 0.7', '\n']","George Sinner
",D,"Democratic
",0,"Retired, Republican victory
",North_Dakota,ND,Ed Schafer (Republican) 58.2,1992
ND_gov_1996,"['Lee Kaldor (Democratic) 33.8', '\n']","Ed Schafer
",R,"Republican
",1,"Re-elected, 66.2%
",North_Dakota,ND,Lee Kaldor (Democratic) 33.8,1996
ND_gov_2000,"['John Hoeven (Republican) 55', 'Heidi Heitkamp (Democratic) 45', '\n']","Ed Schafer
",R,"Republican
",1,"Retired, Republican victory
",North_Dakota,ND,John Hoeven (Republican) 55,2000
ND_gov_2004,"['Joe Satrom (Democratic) 27.4', 'Roland Riemers (Libertarian) 1.4', '\n']","John Hoeven
",R,"Republican
",1,"Re-elected, 71.3%
",North_Dakota,ND,Joe Satrom (Democratic) 27.4,2004
ND_gov_2008,"['Tim Mathern (D) 23.5', 'DuWayne Hendrickson (I) 2.1', '\n']","John Hoeven
",R,"Republican
",1,"Re-elected, 74.4%
",North_Dakota,ND,Tim Mathern (D) 23.5,2008
ND_gov_2012,"['Ryan Taylor (D) 34.31', 'Paul Sorum (I) 1.69', '\n']","Jack Dalrymple
",R,"Republican
",1,"Elected to a full term, 63.1%
",North_Dakota,ND,Ryan Taylor (D) 34.31,2012
ND_gov_2016,['Doug Burgum (Republican)[27]Marvin Nelson (Democratic)[28]Marty Riske (Libertarian)[13]\n'],"Jack Dalrymple
",R,"Republican
",1,"Incumbent retired. New governor elected. Republican hold.
",North_Dakota,ND,"Doug Burgum (Republican)[27]Marvin Nelson (Democratic)[28]Marty Riske (Libertarian)[13]
",2016
OH_gov_1978,"['Dick Celeste (Democratic) 47.6', 'Patricia H. Wright (Independent) 1.2', ""John O'Neill (Independent) 1.0"", 'Allan Friedman (Independent) 0.8', '\n']","Jim Rhodes
",R,"Republican
",1,"Re-elected, 49.3%
",Ohio,OH,Dick Celeste (Democratic) 47.6,1978
OH_gov_1982,"['Dick Celeste (Democratic) 59.0', 'Bud Brown (Republican) 38.9', 'Phyllis Goetz (Libertarian) 1.2', 'Kurt O. Landefiled (Independent) 0.5', 'Erwin Reupert (Independent) 0.4', '\n']","Jim Rhodes
",R,"Republican
",1,"Term-limited, Democratic victory
",Ohio,OH,Dick Celeste (Democratic) 59.0,1982
OH_gov_1986,"['Jim Rhodes (Republican) 39.4', '\n']","Dick Celeste
",D,"Democratic
",0,"Re-elected, 60.6%
",Ohio,OH,Jim Rhodes (Republican) 39.4,1986
OH_gov_1990,"['George Voinovich (Republican) 55.7', 'Anthony J. Celebrezze Jr. (Democratic) 44.3', '\n']","Dick Celeste
",D,"Democratic
",0,"Term-limited, Republican victory
",Ohio,OH,George Voinovich (Republican) 55.7,1990
OH_gov_1994,"['Rob Burch (Democratic) 25', 'Billy Inmon (Independent) 3.2', '\n']","George Voinovich
",R,"Republican
",1,"Re-elected, 71.8%
",Ohio,OH,Rob Burch (Democratic) 25,1994
OH_gov_1998,"['Bob Taft (Republican) 50.1', 'Lee Fisher (Democratic) 44.7', 'John Mitchel (Independent) 3.3', 'Zanna Feitler (Independent) 1.9', '\n']","George Voinovich
",R,"Republican
",1,"Term-limited, Republican victory
",Ohio,OH,Bob Taft (Republican) 50.1,1998
OH_gov_2002,"['Tim Hagan (Democratic) 38.3', '  John Eastman (Independent) 3.9', '\n']","Bob Taft
",R,"Republican
",1,"Re-elected, 57.7%
",Ohio,OH,Tim Hagan (Democratic) 38.3,2002
OH_gov_2006,"['Ted Strickland (D) 60.4', ' Ken Blackwell (R) 36.8', ' Bill Peirce (L) 1.8', 'Bob Fitrakis (G) 1.0', '\n']","Bob Taft
",R,"Republican
",1,"Term-limited, Democratic gain
",Ohio,OH,Ted Strickland (D) 60.4,2006
OH_gov_2010,"['John Kasich (R), 49.4', '\nKen Matesz (L), 92,116 2.4', '\n\n']","Ted Strickland
",D,"Democratic
",0,"Defeated, 46.7%
",Ohio,OH,"John Kasich (R), 49.4",2010
OH_gov_2014,['√ John Kasich (R) Ed FitzGerald (D)[23][45]Anita Rios (G)[46]\n'],John Kasich,R,Republican,1,Re-elected 63.8%,Ohio,OH,"√ John Kasich (R) Ed FitzGerald (D)[23][45]Anita Rios (G)[46]
",2014
OK_gov_1978,"['George Nigh (Democratic) 51.7', 'Ron Shotts (Republican) 47.2', 'Billy Joe Clegg (Independent) 0.5', 'Floyd Sheally (Independent) 0.3', 'Jim McCuiston (Independent) 0.2', '\n']","David L. Boren
",D,"Democratic
",0,"Term-limited, Democratic victory
",Oklahoma,OK,George Nigh (Democratic) 51.7,1978
OK_gov_1982,"['Tom Daxon (Republican) 37.6', 'Allah-U Akbar Allah-U Wahid (Independent) 0.3', '\n']","George Nigh
",D,"Democratic
",0,"Re-elected, 62.1%
",Oklahoma,OK,Tom Daxon (Republican) 37.6,1982
OK_gov_1986,"['Henry Bellmon (Republican) 48.1', 'David Walters (Democratic) 45.2', 'Jerry Brown (Independent) 6.7', '\n']","George Nigh
",D,"Democratic
",0,"Term-limited, Republican victory
",Oklahoma,OK,Henry Bellmon (Republican) 48.1,1986
OK_gov_1990,"['David Walters (Democratic) 57.4', 'Bill Price (Republican) 32.3', 'Thomas D. Ledgerwood II (Reform) 9.9', '\n']","Henry Bellmon
",R,"Republican
",1,"Retired, Democratic victory
",Oklahoma,OK,David Walters (Democratic) 57.4,1990
OK_gov_1994,"['Frank Keating (Republican) 46.9', 'Jack Mildren (Democratic) 29.6', 'Wes Watkins (Independent) 23.5', '\n']","David Walters
",D,"Democratic
",0,"Retired, Republican victory
",Oklahoma,OK,Frank Keating (Republican) 46.9,1994
OK_gov_1998,"['Laura Boyd (Democratic) 40.9', 'Hoppy Heidelberg (Reform) 1.2', '\n']","Frank Keating
",R,"Republican
",1,"Re-elected, 57.9%
",Oklahoma,OK,Laura Boyd (Democratic) 40.9,1998
OK_gov_2002,"['Brad Henry (Democratic) 43.3', '  Steve Largent (Republican) 42.6', '  Gary Richardson (Independent) 14.1', '\n']","Frank Keating
",R,"Republican
",1,"Term-limited, Democratic victory
",Oklahoma,OK,Brad Henry (Democratic) 43.3,2002
OK_gov_2006,"['Brad Henry (D) 66.5', ' Ernest Istook (R) 33.5', '\n']","Brad Henry
",D,"Democratic
",0,"Re-elected
",Oklahoma,OK,Brad Henry (D) 66.5,2006
OK_gov_2010,"['Mary Fallin (R), 60.1', '\nJari Askins (D), 39.9', '\n\n']","Brad Henry
",D,"Democratic
",0,"Term-limited, Republican victory
",Oklahoma,OK,"Mary Fallin (R), 60.1",2010
OK_gov_2014,"['√ Mary Fallin (R)Joe Dorman (D)[23] Richard Prawdzienski (L, running as I)[47]\n']",Mary Fallin,R,Republican,1,Re-elected 55.8%,Oklahoma,OK,"√ Mary Fallin (R)Joe Dorman (D)[23] Richard Prawdzienski (L, running as I)[47]
",2014
OR_gov_1978,"['Victor G. Atiyeh (Republican) 54.9', '\n']","Robert W. Straub
",D,"Democratic
",0,"Defeated, 45.1%
",Oregon,OR,Victor G. Atiyeh (Republican) 54.9,1978
OR_gov_1982,"['Ted Kulongoski (Democratic) 36.9', '\n']","Victor G. Atiyeh
",R,"Republican
",1,"Re-elected, 63.1%
",Oregon,OR,Ted Kulongoski (Democratic) 36.9,1982
OR_gov_1986,"['Neil Goldschmidt (Democratic) 52.0', 'Norma Paulus (Republican) 48.0', '\n']","Victor G. Atiyeh
",R,"Republican
",1,"Term-limited, Democratic victory
",Oregon,OR,Neil Goldschmidt (Democratic) 52.0,1986
OR_gov_1990,"['Barbara Roberts (Democratic) 45.7', 'David B. Frohnmayer (Republican) 40.0', 'Al Mobley (Independent) 13.0', 'Fred Oerther (Libertarian) 1.3', '\n']","Neil Goldschmidt
",D,"Democratic
",0,"Retired, Democratic victory
",Oregon,OR,Barbara Roberts (Democratic) 45.7,1990
OR_gov_1994,"['John Kitzhaber (Democratic) 51', 'Denny Smith (Republican) 42.4', 'Ed Hickam (American) 4.8', 'Danford Vander Ploeg (Libertarian) 1.7', '\n']","Barbara Roberts
",D,"Democratic
",0,"Retired, Democratic victory
",Oregon,OR,John Kitzhaber (Democratic) 51,1994
OR_gov_1998,"['Bill Sizemore (Republican) 30.0', 'Richard Burke (Libertarian) 1.8', 'Blair Bobier (Pacific Green) 1.4', 'Roger Weidner (Reform) 0.9', 'Patti Steurer (Natural Law) 0.7', 'Trey Smith (Socialist) 0.5', '\n']","John Kitzhaber
",D,"Democratic
",0,"Re-elected, 64.4%
",Oregon,OR,Bill Sizemore (Republican) 30.0,1998
OR_gov_2002,"['Ted Kulongoski (Democratic) 49', '  Kevin Mannix (Republican) 46.1', '  Tom Cox (Libertarian) 4.58', '\n']","John Kitzhaber
",D,"Democratic
",0,"Term-limited, Democratic victory
",Oregon,OR,Ted Kulongoski (Democratic) 49,2002
OR_gov_2006,"['Ted Kulongoski (D) 50.8', ' Ron Saxton (R) 42.7', 'Mary Starrett (C) 3.6', 'Joe Keating (G) 1.5', 'Richard Morley (L) 1.2', '\n']","Ted Kulongoski
",D,"Democratic
",0,"Re-elected
",Oregon,OR,Ted Kulongoski (D) 50.8,2006
OR_gov_2010,"['John Kitzhaber (D), 49.2', '\nChris Dudley (R), 48.1', '\nWes Wagner (L), 19,048 1.3', '\n\n']","Ted Kulongoski
",D,"Democratic
",0,"Term-limited, Democratic victory
",Oregon,OR,"John Kitzhaber (D), 49.2",2010
OR_gov_2014,['√ John Kitzhaber (D) Dennis Richardson (R)[23]Paul Grad (Libertarian)Aaron Auer (Constitution)\n'],John Kitzhaber,D,Democratic,0,Re-elected 49.5%,Oregon,OR,"√ John Kitzhaber (D) Dennis Richardson (R)[23]Paul Grad (Libertarian)Aaron Auer (Constitution)
",2014
OR_gov_2016,['Kate Brown (Democratic)[30]Bud Pierce (Republican)[31]\n'],"Kate Brown
",D,"Democratic
",0,"Incumbent won election to rest of term.
",Oregon,OR,"Kate Brown (Democratic)[30]Bud Pierce (Republican)[31]
",2016
PA_gov_1978,"['Dick Thornburgh (Republican) 52.5', 'Peter F. Flaherty (Democratic) 46.4', 'Mark Zola (Socialist Workers) 0.5', 'Lee Frissell (Consumer) 0.5', '\n']","Milton Shapp
",D,"Democratic
",0,"Term-limited, Republican victory
",Pennsylvania,PA,Dick Thornburgh (Republican) 52.5,1978
PA_gov_1982,"['Allen E. Ertel (Democratic) 48.1', 'Mark Zola (Socialist Workers) 0.4', 'Lee Frissell (Consumer) 0.4', 'Richard D. Fuerle (Libertarian) 0.3', '\n']","Dick Thornburgh
",R,"Republican
",1,"Re-elected, 50.8%
",Pennsylvania,PA,Allen E. Ertel (Democratic) 48.1,1982
PA_gov_1986,"['Robert P. Casey (Democratic) 50.7', 'William Scranton, III (Republican) 48.4', 'Heidi Hoover (Consumer) 1.0', '\n']","Dick Thornburgh
",R,"Republican
",1,"Term-limited, Democratic victory
",Pennsylvania,PA,Robert P. Casey (Democratic) 50.7,1986
PA_gov_1990,"['Barbara Hafer (Republican) 32.3', '\n']","Robert P. Casey
",D,"Democratic
",0,"Re-elected, 67.7%
",Pennsylvania,PA,Barbara Hafer (Republican) 32.3,1990
PA_gov_1994,"['Tom Ridge (Republican) 45.4', 'Mark Singel (Democratic) 39.9', 'Peg Luksik (Constitution) 12.8', 'Patrick Fallon (Libertarian) 0.9', 'Timothy Holloway (Patriot) 0.9', '\n']","Bob Casey
",D,"Democratic
",0,"Term-limited, Republican victory
",Pennsylvania,PA,Tom Ridge (Republican) 45.4,1994
PA_gov_1998,"['Ivan Itkin (Democratic) 31.0', 'Peg Luksik (Taxpayers) 10.4', 'Ken Krawchuk (Libertarian) 1.1', '\n']","Tom Ridge
",R,"Republican
",1,"Re-elected, 57.4%
",Pennsylvania,PA,Ivan Itkin (Democratic) 31.0,1998
PA_gov_2002,"['Ed Rendell (Democratic) 53.4', '  Mike Fisher (Republican) 44.4', '  Ken Krawchuk (Libertarian) 1.14', '  Michael Morrill (Green) 1.07', '\n']","Mark Schweiker
",R,"Republican
",1,"Retired, Democratic victory
",Pennsylvania,PA,Ed Rendell (Democratic) 53.4,2002
PA_gov_2006,"['Ed Rendell (D) 60.4', ' Lynn Swann (R) 39.6', '\n']","Ed Rendell
",D,"Democratic
",0,"Re-elected
",Pennsylvania,PA,Ed Rendell (D) 60.4,2006
